orden_key,supplier_key,id,item_key,date_key,qty,net_rate,base_net_amount
,,a14d6d3f6a,18,2020-02-08,10,6040.4,604.04
,,f90f1bc5b4,125,2020-02-08,15,8910.6,594.04
PUR-ORD-2023-00446,BUSINESS0001,345f3c1f45,196,2020-01-31,6,4931.46,821.91
,,51f8136961,272,2020-01-31,10,8340.6,834.06
,,71b6d40947,195,2020-01-31,4,3344.12,836.03
PUR-ORD-2023-00445,ANDERSON0001,8691833e3b,37,2020-09-14,2,2137.32,1068.66
,,319129f68b,38,2020-09-14,5,5097.55,1019.51
,,c3b0afdd3b,276,2020-09-14,12,10410.24,867.52
PUR-ORD-2023-00444,BUSINESS0001,52a58ac924,279,2020-04-24,4,4559.48,1139.87
,,91ca032cba,35,2020-04-24,6,6790.08,1131.68
,,2c082f9b88,36,2020-04-24,2,1825.96,912.98
PUR-ORD-2023-00443,LITWARE0001,5458a8f729,261,2020-10-28,9,11972.34,1330.26
,,69fadb6ea3,262,2020-10-28,6,6311.82,1051.97
,,7056ade9e8,265,2020-10-28,3,3490.47,1163.49
PUR-ORD-2023-00442,ILLINOIS0001,dcce7524fa,195,2020-08-31,6,5016.18,836.03
,,45b89f9554,67,2020-08-31,10,7089.1,708.91
,,86c0420673,18,2020-08-31,15,9060.6,604.04
,,70b4dbad17,125,2020-08-31,3,1782.12,594.04
PUR-ORD-2023-00441,ADATUM0001,af7919ffcf,276,2020-06-28,10,0,0
,,6.748735E+025,196,2020-06-28,3,2465.73,821.91
,,96028e6d41,272,2020-06-28,12,10008.72,834.06
,,c36b2e3daa,195,2020-06-28,4,3344.12,836.03
PUR-ORD-2023-00440,ANDERSON0001,99a8dc4d3c,134,2020-02-05,15,3784.65,252.31
,,17b4489682,140,2020-02-05,6,1439.7,239.95
,,d541f1e652,144,2020-02-05,5,1098.45,219.69
PUR-ORD-2023-00439,PROSE0001,b07a31a033,40,2020-06-25,15,3681,245.4
,,293c2b7c7a,41,2020-06-25,12,2778.96,231.58
,,981db2dea0,42,2020-06-25,11,2886.4,262.4
,,d7d7a7f50c,43,2020-06-25,8,2129.2,266.15
PUR-ORD-2023-00438,ANDERSON0001,47d248cda0,110,2021-06-29,9,25069.95,2785.55
,,5f34951d72,123,2021-06-29,5,13140.3,2628.06
,,0a501ce0d6,105,2021-06-29,10,23130.7,2313.07
PUR-ORD-2023-00437,ELECTRON0001,be898b281f,288,2020-10-12,6,1432.8,238.8
,,599824317c,227,2020-10-12,10,2178.3,217.83
,,265e0c6a9a,39,2020-10-12,9,2029.23,225.47
PUR-ORD-2023-00436,ANDERSON0001,0ee207456c,110,2021-11-30,9,25069.95,2785.55
,,7ab525e9d3,123,2021-11-30,5,13140.3,2628.06
,,60f8fdd8dc,105,2021-11-30,10,23130.7,2313.07
PUR-ORD-2023-00435,INTERNAT0001,e1795bc36b,173,2020-10-10,5,1321.75,264.35
,,de13e59176,247,2020-10-10,8,1929.2,241.15
,,e25464ed92,251,2020-10-10,113,26984.4,238.8
PUR-ORD-2023-00434,ELECTRON0002,a69a39f32a,47,2021-12-17,5,10507.95,2101.59
,,adf5607243,134,2021-12-17,20,5046.2,252.31
,,9a1c3fe74c,95,2021-12-17,25,2146.75,85.87
,,f99ed4d545,56,2021-12-17,40,609.2,15.23
,,c934b06f70,151,2021-12-17,12,2484.96,207.08
PUR-ORD-2023-00433,ELECTRON0002,a06e60a10a,47,2021-08-25,5,10507.95,2101.59
,,778da6cc31,134,2021-08-25,20,5046.2,252.31
,,1928c78096,95,2021-08-25,25,2146.75,85.87
,,adfb9ac603,56,2021-08-25,40,609.2,15.23
PUR-ORD-2023-00432,INTERNAT0001,5b689c15c4,217,2020-04-24,3,1018.65,339.55
,,5fcaaad3ae,157,2020-04-24,13,4408.56,339.12
,,749f4d9475,4,2020-04-24,15,4339.95,289.33
,,89047c5ea7,172,2020-04-24,12,3706.08,308.84
PUR-ORD-2023-00431,ADATUM0001,a5cbf4879b,31,2020-12-31,13,5008.12,385.24
,,5bc6459263,84,2020-12-31,4,1329.52,332.38
,,046917b237,141,2020-12-31,15,4767.15,317.81
,,c3c61e46fd,34,2020-12-31,7,2525.04,360.72
PUR-ORD-2023-00430,INTERNAT0001,49041cead9,188,2020-11-06,4,1715.56,428.89
,,c635113d5c,137,2020-11-06,9,2992.68,332.52
,,06c68023c8,32,2020-11-06,15,5708.25,380.55
PUR-ORD-2023-00429,BUSINESS0001,8e37911a28,63,2020-08-21,9,4131,459
,,7641fcca3a,193,2020-08-21,12,6049.68,504.14
,,058ed06dc0,271,2020-08-21,15,6225,415
,,24ee4ba695,274,2020-08-21,3,1094.37,364.79
PUR-ORD-2023-00428,ANDERSON0001,23bad0f0dc,62,2020-07-15,8,5009.76,626.22
,,36718d0ee2,189,2020-07-15,10,5820.2,582.02
,,123c65c216,191,2020-07-15,4,1923.56,480.89
PUR-ORD-2023-00427,INTERNAT0001,323737032d,237,2020-10-27,2,1210.6,605.3
,,9baded3fc4,238,2020-10-27,5,2605.15,521.03
,,2dd60db2fd,190,2020-10-27,11,7307.19,664.29
PUR-ORD-2023-00426,PROSE0001,5af5d38951,88,2020-11-30,6,3799.74,633.29
,,1d6a5d8abb,89,2020-11-30,9,5329.08,592.12
,,53cf58a6fb,236,2020-11-30,1,539.98,539.98
PUR-ORD-2023-00425,INTERNAT0001,bb065a2b0f,269,2020-02-21,5,2900.5,580.1
,,c5fb879cb4,87,2020-02-21,9,5408.28,600.92
,,edc5ef7c40,222,2020-02-21,11,6580.75,598.25
PUR-ORD-2023-00424,PROSE0001,d9d84f215a,90,2020-09-18,15,8916.9,594.46
,,1775c1f07b,220,2020-09-18,3,1999.77,666.59
,,f11eef3c6a,221,2020-09-18,9,4815.27,535.03
PUR-ORD-2023-00423,INTEGRAT0001,4c8571a719,175,2020-01-18,5,3410.45,682.09
,,06aac7c813,270,2020-01-18,3,1654.86,551.62
,,3d4e4bb803,223,2020-01-18,9,5797.71,644.19
PUR-ORD-2023-00422,PROSE0001,c922eebd8c,114,2020-12-30,15,8706.3,580.42
,,721cc6fcae,103,2020-12-30,8,5308.32,663.54
,,e4407662d3,3,2020-12-30,11,6308.61,573.51
,,8ce98ac9de,174,2020-12-30,10,7157.2,715.72
PUR-ORD-2023-00421,ADATUM0001,01bba5cafa,6,2020-06-25,13,9130.55,702.35
,,51ce85e74f,108,2020-06-25,6,4519.08,753.18
,,d67a52f7fc,12,2020-06-25,6,3576.3,596.05
PUR-ORD-2023-00420,INTEGRAT0001,a984edb465,185,2020-05-31,15,10325.25,688.35
,,c6727b9236,281,2020-05-31,8,5569.12,696.14
,,a7f24356bf,216,2020-05-31,4,2971.76,742.94
PUR-ORD-2023-00419,ANDERSON0001,6853ef3d72,161,2020-01-25,5,6719.2,1343.84
,,98e00fbead,184,2020-01-25,6,4241.94,706.99
,,555e4cc1e1,182,2020-01-25,8,6392.4,799.05
PUR-ORD-2023-00418,PROSE0001,b2a361b154,5,2020-04-09,9,15662.79,1740.31
,,1f2fd11c97,11,2020-04-09,3,4806.63,1602.21
,,589d91f1dd,245,2020-04-09,7,8659.28,1237.04
PUR-ORD-2023-00417,INTERNAT0001,26873117c7,142,2020-11-30,5,12416.9,2483.38
,,503ecc1886,105,2020-11-30,9,20817.63,2313.07
,,b2e96810c3,4,2020-11-30,2,4257.34,2128.67
PUR-ORD-2023-00416,ELECTRON0001,5f5c02f227,39,2019-07-01,4,901.88,225.47
,,b996f502e4,40,2019-07-01,5,1227,245.4
,,918717b0c9,41,2019-07-01,3,694.74,231.58
PUR-ORD-2023-00415,ELECTRON0002,bd5b730456,133,2020-04-19,4,16235.96,4058.99
,,b2b3be7bfe,207,2020-04-19,6,15030.24,2505.04
,,7e2c4365e9,110,2020-04-19,3,8356.65,2785.55
,,3d63c430f5,123,2020-04-19,7,18396.42,2628.06
PUR-ORD-2023-00414,BUSINESS0001,4871abbd33,27,2020-07-29,15,8601.15,573.41
,,457c6d5797,73,2020-07-29,10,7141.5,714.15
,,dbd70f00d7,70,2020-07-29,5,2905.8,581.16
PUR-ORD-2023-00413,PROSE0001,dd3e930448,9,2020-09-10,9,6648.39,738.71
,,29ced9ebe0,119,2020-09-10,15,10023.6,668.24
,,3094e54fbe,120,2020-09-10,7,5163.76,737.68
PUR-ORD-2023-00412,ADATUM0001,07970c34db,210,2020-02-14,10,8558.2,855.82
,,4585988ab6,54,2020-02-14,9,8230.68,914.52
,,108a0adc9e,214,2020-02-14,15,12983.85,865.59
PUR-ORD-2023-00411,BUSINESS0001,7ccf51791c,166,2020-10-28,10,11668.9,1166.89
,,c63b6c7188,218,2020-10-28,4,4776.12,1194.03
,,44172dd389,211,2020-10-28,15,13035.45,869.03
PUR-ORD-2023-00410,ELECTRON0001,78603663c7,242,2020-09-10,9,13678.65,1519.85
,,cfbaeab182,243,2020-09-10,5,6127.95,1225.59
,,69c5f562f8,19,2020-09-10,7,10356.92,1479.56
,,83eb87fe27,212,2020-09-10,2,2730.26,1365.13
PUR-ORD-2023-00409,PROSE0001,fc8d950dc1,160,2020-07-09,5,7701.75,1540.35
,,94c6d34816,163,2020-07-09,9,15362.55,1706.95
,,c64025bba4,241,2020-07-09,6,9213.72,1535.62
PUR-ORD-2023-00408,PROSE0001,28538cafd8,98,2020-06-11,2,3562.94,1781.47
,,cabda1f6d7,102,2020-06-11,5,8619.15,1723.83
,,50df470b6a,159,2020-06-11,9,13493.34,1499.26
PUR-ORD-2023-00407,ELECTRON0002,5858001c0a,46,2020-05-06,3,5775.39,1925.13
,,771114cba1,47,2020-05-06,6,12609.54,2101.59
,,4f11cbf98a,91,2020-05-06,9,16141.77,1793.53
PUR-ORD-2023-00406,ILLINOIS0001,c7ec10a59b,80,2020-12-31,13,5197.01,399.77
,,f97ed605ca,132,2020-12-31,5,2407.8,481.56
,,8cf7815b2b,228,2020-12-31,9,25807.59,2867.51
PUR-ORD-2023-00405,ADATUM0001,b1c39e012b,8,2020-09-29,6,3212.82,535.47
,,9c27800d73,124,2020-09-29,10,4531.4,453.14
,,13dea9d614,72,2020-09-29,8,3375.2,421.9
PUR-ORD-2023-00404,LITWARE0001,b3f676ec83,251,2019-05-01,4,955.2,238.8
,,cd6350a88c,287,2019-05-01,3,771.69,257.23
,,a25c1f4336,288,2019-05-01,5,1279.3,255.86
,,7d1f52a5c3,227,2019-05-01,7,1524.81,217.83
PUR-ORD-2023-00403,ELECTRON0002,0ed2f77d67,172,2019-05-01,3,926.52,308.84
,,5f8eb02519,173,2019-04-01,6,1586.1,264.35
,,13b0ada000,247,2019-04-01,2,482.3,241.15
PUR-ORD-2023-00402,ILLINOIS0001,6255684fc2,217,2019-02-01,3,1018.65,339.55
,,055b728030,157,2019-02-01,4,1356.48,339.12
,,725ea24255,4,2019-02-01,7,2025.31,289.33
PUR-ORD-2023-00401,BUSINESS0001,ab0be1a0b6,84,2019-05-15,3,997.14,332.38
,,97d366773f,141,2019-06-01,2,635.62,317.81
,,38c3403320,34,2019-06-01,4,1442.88,360.72
PUR-ORD-2023-00400,BUSINESS0001,961400970e,188,2019-11-20,3,1286.67,428.89
,,efce24df4d,137,2019-11-30,2,665.04,332.52
,,bc5f420cd4,32,2019-11-30,5,1902.75,380.55
,,326bdaf397,31,2019-11-30,8,3081.92,385.24
PUR-ORD-2023-00399,ELECTRON0002,0f7ddb69ef,193,2019-06-19,5,2520.7,504.14
,,cc45c4d1d5,271,2019-06-27,3,1245,415
,,dae03aed6f,274,2019-06-27,2,729.58,364.79
PUR-ORD-2023-00398,ANDERSON0001,b338d4a3ec,191,2019-09-11,3,1442.67,480.89
,,7d1e61961a,63,2019-09-25,2,918,459
PUR-ORD-2023-00397,ILLINOIS0001,175b6e6f4e,190,2019-09-26,2,1328.58,664.29
,,fff3753c2e,62,2019-09-26,3,1878.66,626.22
PUR-ORD-2023-00396,PROSE0001,4de22a7a2d,237,2019-05-16,4,2421.2,605.3
,,f1c34608cf,238,2019-05-24,3,1563.09,521.03
,,7f86c70509,239,2019-05-24,2,1110.14,555.07
PUR-ORD-2023-00395,INTEGRAT0001,7762020e9f,198,2020-02-19,15,8455.5,563.7
,,eac2c215b8,76,2020-02-19,4,1999.84,499.96
,,0cee9c2049,200,2020-02-19,7,3233.44,461.92
,,be3256d861,106,2020-02-19,3,1635.57,545.19
PUR-ORD-2023-00394,PROSE0001,95b9e54336,71,2022-05-23,12,6111.84,509.32
,,d639de80a9,70,2022-05-23,10,5811.6,581.16
,,07134b5415,210,2022-05-23,10,8558.2,855.82
,,5cb64c9552,2,2022-05-23,10,21444,2144.4
,,6f139f7015,132,2022-05-23,8,3852.48,481.56
PUR-ORD-2023-00393,ELECTRON0002,e028995677,23,2022-05-20,14,1015.56,72.54
,,ecbb30473a,7,2022-05-20,10,6024,602.4
,,c7c43ce70d,105,2022-05-20,11,25443.77,2313.07
PUR-ORD-2023-00392,ILLINOIS0001,39d3d66d78,232,2022-05-18,15,926.4,61.76
,,8cb37770c0,13,2022-05-18,12,7423.56,618.63
,,6f5c23fb4a,277,2022-05-18,10,5568,556.8
,,de5b2071e2,196,2022-05-18,11,9041.01,821.91
PUR-ORD-2023-00391,ANDERSON0001,76f18c56ad,136,2020-02-28,9,5867.28,651.92
,,026cd57661,27,2020-02-28,15,8601.15,573.41
,,31ed8d34e2,73,2020-02-28,4,2856.6,714.15
PUR-ORD-2023-00390,ADATUM0001,584f1ae7d4,144,2022-05-17,12,2636.28,219.69
,,640c2f240f,151,2022-05-17,10,2070.8,207.08
,,756a92a260,67,2022-05-17,8,5671.28,708.91
,,dc79af99a1,30,2022-05-17,15,6788.1,452.54
PUR-ORD-2023-00389,INTEGRAT0001,f266ab1bd9,9,2020-01-17,6,4432.26,738.71
,,eb59564a1e,119,2020-01-17,5,3341.2,668.24
,,af3879e646,136,2020-01-17,10,7376.8,737.68
PUR-ORD-2023-00388,ELECTRON0002,13eba4b687,71,2022-05-13,12,6111.84,509.32
,,0f14f58327,123,2022-05-13,10,26280.6,2628.06
,,00a7f149ef,105,2022-05-13,12,27756.84,2313.07
,,eab7f26fe9,42,2022-05-13,10,2624,262.4
PUR-ORD-2023-00387,INTEGRAT0001,458981a6c4,17,2022-05-11,12,7145.04,595.42
,,644367ee5c,203,2022-05-11,10,5568.4,556.84
,,560cbf62c3,35,2022-05-11,12,13580.16,1131.68
,,49ff7446a8,207,2022-05-11,10,25050.4,2505.04
PUR-ORD-2023-00386,ANDERSON0001,4015872503,98,2022-05-09,8,14251.76,1781.47
,,435068ba72,9,2022-05-09,10,7387.1,738.71
,,17744e1a3c,238,2022-05-09,9,4689.27,521.03
,,393acf3105,67,2022-05-09,10,7089.1,708.91
PUR-ORD-2023-00385,LITWARE0001,addde86889,198,2022-05-06,7,3945.9,563.7
,,0f0134a20b,110,2022-05-06,10,27855.5,2785.55
,,d8ee33814f,8,2022-05-06,10,5354.7,535.47
,,516e58540a,27,2022-05-06,8,4587.28,573.41
PUR-ORD-2023-00384,BUSINESS0001,6ee00cb161,285,2022-05-04,12,3122.76,260.23
,,31701f7b1b,230,2022-05-04,12,1359.48,113.29
,,0b98b089d2,18,2022-05-04,10,6040.4,604.04
,,2f8ecaf9a4,11,2022-05-04,10,16022.1,1602.21
,,0302885e0a,76,2022-05-04,8,3999.68,499.96
PUR-ORD-2023-00383,PROSE0001,d84956700e,137,2022-05-02,12,3990.24,332.52
,,cf6afc3151,217,2022-05-02,8,2716.4,339.55
,,2eea49504e,140,2022-05-02,8,1919.6,239.95
,,5468ae04a9,96,2022-05-02,10,1026.2,102.62
,,ed0c1375e3,67,2022-05-02,12,8506.92,708.91
PUR-ORD-2023-00382,ELECTRON0002,5166a2ac7a,142,2022-04-28,6,14900.28,2483.38
,,f3e510d081,6,2022-04-28,10,7023.5,702.35
,,e65541bbb3,108,2022-04-28,15,11297.7,753.18
,,d0080b88ee,62,2022-04-28,10,6262.2,626.22
PUR-ORD-2023-00381,ILLINOIS0001,24d667b166,19,2022-04-26,8,11836.48,1479.56
,,6cc3d5f307,80,2022-04-26,10,3997.7,399.77
,,a463b1c252,211,2022-04-26,7,6083.21,869.03
,,d9c69f1d53,198,2022-04-26,10,5637,563.7
PUR-ORD-2023-00380,ADATUM0001,064da9a320,38,2022-04-22,8,8156.08,1019.51
,,53173f1596,265,2022-04-22,10,11634.9,1163.49
,,29b7ac272f,173,2022-04-22,10,2643.5,264.35
,,4a6d610a15,190,2022-04-22,12,7971.48,664.29
,,ae5632899a,105,2022-04-22,8,18504.56,2313.07
PUR-ORD-2023-00379,TREYRE0001,abeb305fb6,259,2022-04-20,10,584,58.4
,,30a9cd0e35,273,2022-04-20,10,3139.6,313.96
,,d70a721d23,231,2022-04-20,12,4296.72,358.06
,,a83bbdd2d5,201,2022-04-20,10,5669.8,566.98
,,4aa64607ac,272,2022-04-20,12,10008.72,834.06
PUR-ORD-2023-00378,SUPERSAL0001,f2fa2cc8bf,123,2022-04-18,10,26280.6,2628.06
,,d6955e1017,12,2022-04-18,8,4768.4,596.05
,,0205a0f900,87,2022-04-18,8,4807.36,600.92
,,c9e4d9dff9,33,2022-04-18,10,377.8,37.78
,,11c5bae94d,256,2022-04-18,10,201.4,20.14
,,5ea8f94e91,257,2022-04-18,12,880.68,73.39
PUR-ORD-2023-00377,ANDERSON0001,ec32c284aa,200,2022-04-15,8,3695.36,461.92
,,7ef11ddd37,133,2022-04-15,10,40589.9,4058.99
PUR-ORD-2023-00376,BUSINESS0001,e19da50bd0,2,2022-04-13,8,17155.2,2144.4
,,3a34528820,91,2022-04-13,10,17935.3,1793.53
,,a8197d0379,69,2022-04-13,10,5111,511.1
PUR-ORD-2023-00375,INTERNAT0001,1b62debf30,47,2022-04-11,6,12609.54,2101.59
,,7cb725cfcb,8,2022-04-11,8,4283.76,535.47
,,cf08acf38a,80,2022-04-11,8,3198.16,399.77
PUR-ORD-2023-00374,ELECTRON0001,bb4218b516,76,2022-04-08,10,4999.6,499.96
,,681fdace13,27,2022-04-08,10,5734.1,573.41
,,bfddb1bca2,9,2022-04-08,8,5909.68,738.71
,,ba09a3aee8,163,2022-04-08,6,10241.7,1706.95
PUR-ORD-2023-00373,PROSE0001,ebbb464f78,90,2022-04-06,7,4161.22,594.46
,,13e6e1d971,220,2022-04-06,7,4666.13,666.59
,,65713c9d3b,175,2022-04-06,10,6820.9,682.09
,,3605b9bd72,5,2022-04-06,8,13922.48,1740.31
PUR-ORD-2023-00372,ELECTRON0002,91b60d9bd0,182,2022-04-05,8,6392.4,799.05
,,48e8d9451d,142,2022-04-05,7,17383.66,2483.38
,,73e427694f,6,2022-04-05,10,7023.5,702.35
,,c3be2c285c,3,2022-04-05,10,5735.1,573.51
PUR-ORD-2023-00371,ILLINOIS0001,2b35dece2f,207,2022-04-01,5,12525.2,2505.04
,,f85f7842b9,110,2022-04-01,7,19498.85,2785.55
,,dfb04ec25c,5,2022-04-01,7,12182.17,1740.31
PUR-ORD-2023-00370,ADATUM0001,7620670fe8,11,2022-03-30,10,16022.1,1602.21
,,0e6d96e090,245,2022-03-30,12,14844.48,1237.04
,,b0edd448c7,200,2022-03-30,10,4619.2,461.92
,,56e4ad712a,133,2022-03-30,4,16235.96,4058.99
PUR-ORD-2023-00369,TREYRE0001,d2fba32a07,144,2022-03-28,10,2196.9,219.69
,,91643c5f2f,43,2022-03-28,10,2661.5,266.15
,,ac4aefe0e1,88,2022-03-28,15,9499.35,633.29
,,c5a5f38db0,222,2022-03-28,12,7179,598.25
,,2d23a95155,103,2022-03-28,10,6635.4,663.54
PUR-ORD-2023-00368,SUPERSAL0001,004f48a116,44,2022-03-25,10,421.8,42.18
,,ee317873b9,135,2022-03-25,10,929.8,92.98
,,c44033a802,101,2022-03-25,10,4717.8,471.78
,,67ad9964cc,126,2022-03-25,15,7663.95,510.93
,,5d0ad84251,205,2022-03-25,15,7609.8,507.32
,,f1aac9f4ea,21,2022-03-25,15,9148.35,609.89
,,7864b590f3,57,2022-03-25,10,580.1,58.01
PUR-ORD-2023-00367,INTEGRAT0001,ae19e0ed9c,233,2022-03-23,12,632.4,52.7
,,c53d8d2b64,168,2022-03-23,15,516,34.4
,,f627bfd867,260,2022-03-23,10,1925.2,192.52
,,be6585db8d,256,2022-03-23,15,302.1,20.14
,,1636088a45,229,2022-03-23,15,4263.45,284.23
,,57dc7b65e1,50,2022-03-23,4,28494.64,7123.66
PUR-ORD-2023-00366,INTEGRAT0001,c2988ad320,276,2022-03-21,7,6072.64,867.52
,,dbc6a5154e,125,2022-03-21,8,4752.32,594.04
,,42138eeebc,17,2022-03-21,8,4763.36,595.42
,,fafcc1f159,24,2022-03-21,10,479.3,47.93
PUR-ORD-2023-00365,ANDERSON0001,df2c5da92b,63,2022-03-16,10,4590,459
,,92a3a38706,56,2022-03-16,15,228.45,15.23
,,86785e262b,96,2022-03-16,15,1539.3,102.62
,,2f9ae11078,18,2022-03-16,10,6040.4,604.04
PUR-ORD-2023-00364,LITWARE0001,d66821899b,3,2022-03-15,6,3441.06,573.51
,,fc3edcc5e6,6,2022-03-15,6,4214.1,702.35
,,b7b1e8b0a8,12,2022-03-15,10,5960.5,596.05
,,47b38462aa,62,2022-03-15,9,5635.98,626.22
,,4075bc3274,88,2022-03-15,9,5699.61,633.29
PUR-ORD-2023-00363,LITWARE0001,808945a5e8,26,2022-03-11,9,1420.29,157.81
,,c071b5e9f2,107,2022-03-11,9,4267.62,474.18
,,9a0d576906,109,2022-03-11,10,5852.6,585.26
,,8798fcc31c,17,2022-03-11,10,5954.2,595.42
,,96c209b2a2,151,2022-03-11,10,2070.8,207.08
PUR-ORD-2023-00362,BUSINESS0001,3ec1d54a57,19,2022-03-09,6,8877.36,1479.56
,,3f86c1ba03,211,2022-03-09,6,5214.18,869.03
,,deeb5049b8,161,2022-03-09,4,5375.36,1343.84
,,ee957237ff,157,2022-03-09,6,2034.72,339.12
,,a29309c0f5,4,2022-03-09,4,8514.68,2128.67
,,f1a606fcb9,33,2022-03-09,10,377.8,37.78
PUR-ORD-2023-00361,INTERNAT0001,ff848c84a1,185,2022-03-07,8,5506.8,688.35
,,90ba6319f5,27,2022-03-07,8,4587.28,573.41
,,8ec9c2d136,166,2022-03-07,10,11668.9,1166.89
,,e69b58dab6,72,2022-03-07,6,2531.4,421.9
,,788711ec02,132,2022-03-07,9,4334.04,481.56
,,9d3872a229,241,2022-03-07,4,6142.48,1535.62
PUR-ORD-2023-00360,ELECTRON0001,14f7eabef5,196,2022-03-03,12,9862.92,821.91
,,fc3fec6f1b,125,2022-03-03,10,5940.4,594.04
,,714d780cc1,232,2022-03-03,15,926.4,61.76
,,33c9b5fe54,280,2022-03-03,15,1603.35,106.89
,,c13c84e69f,168,2022-03-03,20,688,34.4
,,8655860424,147,2022-03-03,8,1924.96,240.62
PUR-ORD-2023-00359,ELECTRON0002,989b020ea1,69,2022-03-01,10,5111,511.1
,,25a8581ac2,133,2022-03-01,4,16235.96,4058.99
,,91fd71e98c,110,2022-03-01,4,11142.2,2785.55
,,4cb9add0dc,151,2022-03-01,15,3106.2,207.08
PUR-ORD-2023-00358,ELECTRON0002,65ea044c32,46,2022-02-25,5,9625.65,1925.13
,,6ed0e44851,91,2022-02-25,7,12554.71,1793.53
,,c8a380c965,214,2022-02-25,9,7790.31,865.59
,,4b4e59673f,119,2022-02-25,9,6014.16,668.24
PUR-ORD-2023-00357,PROSE0001,0acaef8982,72,2022-02-24,12,5062.8,421.9
,,2d56e783bd,80,2022-02-24,15,5996.55,399.77
,,eff787b84b,2,2022-02-24,5,10722,2144.4
PUR-ORD-2023-00356,ILLINOIS0001,d3adaf6a80,84,2022-02-23,10,3323.8,332.38
,,0f8793dc5f,63,2022-02-23,9,4131,459
,,e6f6658ea6,191,2022-02-23,9,4328.01,480.89
,,92884f5ed6,88,2022-02-23,10,6332.9,633.29
,,1e1a4930bb,89,2022-02-23,10,5921.2,592.12
,,19fa654d7f,222,2022-02-23,10,5982.5,598.25
PUR-ORD-2023-00355,ADATUM0001,60f1eaa136,26,2022-02-21,12,1893.72,157.81
,,8b94372d35,24,2022-02-21,10,479.3,47.93
,,1a5e1ef876,138,2022-02-21,8,3992.72,499.09
,,474cacf221,79,2022-02-21,8,4301.04,537.63
,,151a6769b6,201,2022-02-21,12,6803.76,566.98
,,6b37cb3a11,115,2022-02-21,10,5657.3,565.73
,,8747fde502,283,2022-02-21,9,5830.47,647.83
PUR-ORD-2023-00354,TREYRE0001,b3a0c1afb2,73,2022-02-18,8,5713.2,714.15
,,9c7b5c3b47,8,2022-02-18,10,5354.7,535.47
,,fd613fe321,227,2022-02-18,9,1960.47,217.83
,,ebefd7b0dd,108,2022-02-18,11,8284.98,753.18
,,a0837e9754,3,2022-02-18,9,5161.59,573.51
,,7501c42e3a,25,2022-02-18,11,967.78,87.98
,,fdcf04a095,104,2022-02-18,15,916.5,61.1
,,efc7e6471e,139,2022-02-18,15,810.45,54.03
PUR-ORD-2023-00353,INTERNAT0001,2a20cc79b3,5,2019-12-26,9,15662.79,1740.31
,,a6e89f54ae,11,2019-12-26,3,4806.63,1602.21
,,5d1a007c66,245,2019-12-26,6,7422.24,1237.04
PUR-ORD-2023-00352,PROSE0001,86a8fd0ff2,142,2019-01-24,9,22350.42,2483.38
,,09cf8c705e,105,2019-01-24,3,6939.21,2313.07
,,4dd90a29fe,4,2019-01-24,5,10643.35,2128.67
PUR-ORD-2023-00351,ILLINOIS0001,69feda356e,207,2019-09-22,4,10020.16,2505.04
,,5b6d7e14e0,110,2019-09-22,8,22284.4,2785.55
,,e57caa9764,123,2019-09-22,2,5256.12,2628.06
PUR-ORD-2023-00350,ADATUM0001,df524e72cc,199,2019-10-25,7,3702.65,528.95
,,0271cfa3c6,76,2019-10-25,12,5999.52,499.96
,,6db200de77,200,2019-10-25,5,2309.6,461.92
,,c2dabef103,106,2019-10-25,4,2180.76,545.19
PUR-ORD-2023-00349,SUPERSAL0001,329b7ed967,134,2022-02-17,7,1766.17,252.31
,,24417ce22a,144,2022-02-17,8,1757.52,219.69
,,0bbd90be6f,151,2022-02-17,8,1656.64,207.08
,,5b53694345,35,2022-02-17,4,4526.72,1131.68
,,403dad9af4,196,2022-02-17,4,3287.64,821.91
,,5a8ad90805,128,2022-02-17,8,5203.84,650.48
PUR-ORD-2023-00348,INTEGRAT0001,30badf8d1c,116,2022-02-14,4,2261.56,565.39
,,a39ff6bf51,231,2022-02-14,6,2148.48,358.08
,,a881615194,257,2022-02-14,9,665.01,73.89
,,ccd53013c5,99,2022-02-14,7,387.87,55.41
,,c2ee15e973,273,2022-02-14,5,1569.8,313.96
,,c49a1310a3,205,2022-02-14,6,3043.92,507.32
,,1d579d4f68,17,2022-02-14,6,3572.52,595.42
,,47ae655d52,117,2022-02-14,7,4323.34,617.62
PUR-ORD-2023-00347,ANDERSON0001,99ef199524,40,2022-02-11,6,1472.64,245.44
,,3eeab7d110,43,2022-02-11,6,1596.9,266.15
,,9fd1777375,144,2022-02-11,7,1537.83,219.69
,,e68aaee4e5,150,2022-02-11,5,1119.6,223.92
,,482f0eaf08,265,2022-02-11,3,3490.47,1163.49
,,ca7fba4913,68,2022-02-11,3,1770.39,590.13
PUR-ORD-2023-00346,LITWARE0001,e357130975,136,2022-02-08,4,2607.68,651.92
,,44c8137fe6,120,2022-02-08,5,3688.4,737.68
,,65322d54fc,210,2022-02-08,3,2567.46,855.82
,,63e02afef1,106,2022-02-08,4,2180.76,545.19
,,751083573c,207,2022-02-08,3,7515.12,2505.04
,,d6089a3945,5,2022-02-08,2,3480.62,1740.31
,,b425ac3e3e,6,2022-02-08,5,3511.75,702.35
PUR-ORD-2023-00345,BUSINESS0001,592063ad91,31,2022-02-04,2,770.48,385.24
,,1e7dabd6a0,32,2022-02-04,3,1141.65,380.55
